0,1,2,3,4,5,6,7,8,9,10
whole milk,bottled water,,,,,,,,,
sugar,frozen fish,,,,,,,,,
pork,root vegetables,,,,,,,,,
citrus fruit,cling film/bags,hard cheese,,,,,,,,
rolls/buns,soda,,,,,,,,,
canned beer,red/blush wine,salty snack,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
other vegetables,canned fish,white bread,waffles,,,,,,,
meat,yogurt,soda,red/blush wine,,,,,,,
root vegetables,yogurt,,,,,,,,,
beef,curd,,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
bottled beer,butter,,,,,,,,,
grapes,frozen vegetables,,,,,,,,,
pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream,,,,,,,
rolls/buns,chicken,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
chicken,pastry,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
chicken,oil,,,,,,,,,
oil,coffee,,,,,,,,,
yogurt,waffles,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
whole milk,cream cheese ,,,,,,,,,
UHT-milk,curd,chocolate,,,,,,,,
hamburger meat,rolls/buns,beverages,dessert,whole milk,domestic eggs,yogurt,soda,,,
tropical fruit,domestic eggs,,,,,,,,,
dessert,brown bread,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
packaged fruit/vegetables,shopping bags,butter milk,,,,,,,,
yogurt,canned beer,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
long life bakery product,rum,,,,,,,,,
pastry,shopping bags,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
pip fruit,candy,,,,,,,,,
soda,salty snack,,,,,,,,,
ham,bottled beer,,,,,,,,,
cream cheese ,white bread,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
butter,citrus fruit,margarine,soda,whole milk,roll products ,,,,,
root vegetables,soups,,,,,,,,,
other vegetables,other vegetables,whole milk,,,,,,,,
sausage,whole milk,yogurt,,,,,,,,
bottled beer,chocolate,,,,,,,,,
potato products,other vegetables,,,,,,,,,
tropical fruit,spread cheese,onions,mayonnaise,,,,,,,
sausage,soda,,,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
fruit/vegetable juice,canned fish,light bulbs,long life bakery product,,,,,,,
root vegetables,curd,,,,,,,,,
ham,specialty bar,,,,,,,,,
shopping bags,tropical fruit,,,,,,,,,
bottled water,soda,margarine,candy,,,,,,,
condensed milk,curd,,,,,,,,,
meat,pasta,,,,,,,,,
coffee,pip fruit,,,,,,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
pip fruit,white wine,shopping bags,,,,,,,,
soda,candles,,,,,,,,,
rolls/buns,condensed milk,whole milk,soda,,,,,,,
whole milk,spread cheese,,,,,,,,,
root vegetables,ice cream,margarine,,,,,,,,
candy,berries,mustard,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
soda,specialty chocolate,,,,,,,,,
meat,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
canned beer,newspapers,,,,,,,,,
onions,onions,,,,,,,,,
whole milk,margarine,,,,,,,,,
citrus fruit,soda,,,,,,,,,
soda,sliced cheese,butter,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
meat,dishes,,,,,,,,,
whole milk,onions,,,,,,,,,
meat,pip fruit,,,,,,,,,
other vegetables,pork,herbs,oil,,,,,,,
whole milk,margarine,,,,,,,,,
soda,frozen dessert,pickled vegetables,,,,,,,,
sausage,flour,,,,,,,,,
pork,whole milk,,,,,,,,,
sausage,coffee,,,,,,,,,
whole milk,butter,,,,,,,,,
soda,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
meat,shopping bags,,,,,,,,,
beef,pet care,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
chicken,salty snack,,,,,,,,,
berries,pastry,,,,,,,,,
coffee,baking powder,,,,,,,,,
salty snack,root vegetables,,,,,,,,,
soda,cream cheese ,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
specialty bar,shopping bags,,,,,,,,,
whole milk,spread cheese,popcorn,,,,,,,,
seasonal products,other vegetables,bottled water,,,,,,,,
citrus fruit,butter,,,,,,,,,
pastry,hard cheese,,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
chewing gum,soda,,,,,,,,,
citrus fruit,tropical fruit,soda,coffee,domestic eggs,,,,,,
sausage,specialty chocolate,,,,,,,,,
frankfurter,butter,red/blush wine,,,,,,,,
soda,shopping bags,,,,,,,,,
whole milk,butter,soda,fruit/vegetable juice,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
condensed milk,yogurt,,,,,,,,,
sausage,chicken,,,,,,,,,
tropical fruit,soda,,,,,,,,,
pork,sugar,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soft cheese,bottled beer,,,,,,,,,
salty snack,soups,brown bread,,,,,,,,
onions,canned beer,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
sausage,margarine,,,,,,,,,
pastry,berries,,,,,,,,,
sausage,bottled water,,,,,,,,,
cream cheese ,whole milk,,,,,,,,,
rolls/buns,margarine,whole milk,liquor (appetizer),,,,,,,
other vegetables,tropical fruit,pastry,citrus fruit,curd,soda,whole milk,detergent,syrup,,
rolls/buns,yogurt,sugar,,,,,,,,
mustard,whole milk,tropical fruit,whole milk,,,,,,,
whipped/sour cream,root vegetables,,,,,,,,,
chocolate marshmallow,ready soups,,,,,,,,,
root vegetables,dog food,,,,,,,,,
root vegetables,turkey,bottled water,,,,,,,,
chocolate,other vegetables,,,,,,,,,
butter,soda,oil,,,,,,,,
dessert,dishes,,,,,,,,,
yogurt,soda,,,,,,,,,
pork,beverages,dishes,,,,,,,,
nuts/prunes,brown bread,newspapers,,,,,,,,
dessert,margarine,,,,,,,,,
pip fruit,pastry,Instant food products,,,,,,,,
newspapers,canned beer,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
salt,canned beer,roll products ,,,,,,,,
rolls/buns,candy,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
whole milk,whole milk,,,,,,,,,
whole milk,ice cream,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
pasta,whole milk,waffles,,,,,,,,
butter,whole milk,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
yogurt,butter,,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
pip fruit,flower (seeds),,,,,,,,,
curd,bottled beer,,,,,,,,,
pip fruit,liver loaf,root vegetables,rolls/buns,mayonnaise,curd,root vegetables,hard cheese,chocolate,,
yogurt,pastry,,,,,,,,,
root vegetables,chewing gum,chocolate,bottled beer,,,,,,,
photo/film,frankfurter,other vegetables,curd,waffles,,,,,,
other vegetables,shopping bags,,,,,,,,,
sausage,whole milk,popcorn,fruit/vegetable juice,canned fruit,whole milk,soda,,,,
bottled beer,red/blush wine,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
turkey,bottled water,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
candy,whole milk,cling film/bags,whipped/sour cream,newspapers,baking powder,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
bottled beer,other vegetables,butter,,,,,,,,
pip fruit,candles,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
pastry,root vegetables,,,,,,,,,
beverages,cake bar,cake bar,frozen meals,,,,,,,
sausage,cocoa drinks,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
butter,ice cream,,,,,,,,,
whole milk,yogurt,frozen vegetables,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
pork,frozen meals,canned beer,,,,,,,,
whole milk,bottled beer,,,,,,,,,
frozen vegetables,specialty bar,,,,,,,,,
sausage,pastry,,,,,,,,,
yogurt,detergent,,,,,,,,,
soda,other vegetables,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
root vegetables,sliced cheese,shopping bags,sliced cheese,,,,,,,
pip fruit,berries,white wine,other vegetables,,,,,,,
butter,coffee,soda,pastry,,,,,,,
ham,seasonal products,cat food,,,,,,,,
bottled water,tropical fruit,domestic eggs,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
napkins,citrus fruit,,,,,,,,,
curd,soda,,,,,,,,,
dessert,whipped/sour cream,,,,,,,,,
butter,whole milk,,,,,,,,,
whole milk,curd,yogurt,,,,,,,,
beef,waffles,,,,,,,,,
onions,pastry,soda,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
pastry,yogurt,,,,,,,,,
sausage,whole milk,misc. beverages,specialty bar,soda,,,,,,
root vegetables,bottled water,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
canned beer,coffee,,,,,,,,,
onions,root vegetables,,,,,,,,,
whole milk,pip fruit,tropical fruit,soda,,,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
tropical fruit,berries,,,,,,,,,
canned beer,whole milk,,,,,,,,,
whole milk,dog food,,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
meat,chocolate,,,,,,,,,
domestic eggs,coffee,pastry,,,,,,,,
frozen potato products,pastry,,,,,,,,,
pip fruit,ice cream,,,,,,,,,
coffee,soda,,,,,,,,,
root vegetables,instant coffee,root vegetables,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
whole milk,yogurt,,,,,,,,,
dessert,frozen fish,,,,,,,,,
fish,specialty chocolate,,,,,,,,,
shopping bags,soda,,,,,,,,,
frankfurter,coffee,,,,,,,,,
newspapers,soda,,,,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
rolls/buns,cereals,,,,,,,,,
brown bread,candy,chocolate,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
hard cheese,root vegetables,white bread,,,,,,,,
other vegetables,curd,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
rice,jam,,,,,,,,,
UHT-milk,berries,shopping bags,,,,,,,,
sausage,pastry,,,,,,,,,
yogurt,soda,frozen fish,,,,,,,,
white bread,soda,,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,citrus fruit,canned beer,,,,,,,,
sausage,processed cheese,,,,,,,,,
canned beer,whole milk,frozen vegetables,cream cheese ,spread cheese,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
frankfurter,frankfurter,long life bakery product,newspapers,pip fruit,whipped/sour cream,hygiene articles,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
dessert,newspapers,domestic eggs,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
chocolate,white wine,,,,,,,,,
pork,shopping bags,hygiene articles,,,,,,,,
rum,coffee,sliced cheese,,,,,,,,
pip fruit,tropical fruit,frozen potato products,sweet spreads,chocolate,napkins,candles,seasonal products,,,
bottled beer,seasonal products,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
ham,white bread,,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
canned fish,specialty cheese,yogurt,specialty vegetables,,,,,,,
pork,other vegetables,,,,,,,,,
dessert,domestic eggs,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
turkey,sugar,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
waffles,cereals,,,,,,,,,
butter,candy,candy,,,,,,,,
whole milk,yogurt,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
coffee,tidbits,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
dessert,brown bread,,,,,,,,,
frankfurter,other vegetables,butter,frozen vegetables,,,,,,,
soda,misc. beverages,,,,,,,,,
margarine,frozen vegetables,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,,
oil,soda,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
soda,waffles,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled water,hair spray,processed cheese,,,,,,,,
hamburger meat,seasonal products,,,,,,,,,
sausage,other vegetables,,,,,,,,,
chicken,shopping bags,,,,,,,,,
soda,butter milk,,,,,,,,,
yogurt,long life bakery product,onions,hygiene articles,sugar,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
dessert,beef,,,,,,,,,
soda,soda,,,,,,,,,
whole milk,pasta,,,,,,,,,
other vegetables,sausage,onions,whole milk,chocolate,,,,,,
coffee,whipped/sour cream,,,,,,,,,
specialty bar,candy,,,,,,,,,
bottled water,softener,rolls/buns,,,,,,,,
newspapers,shopping bags,,,,,,,,,
ham,whole milk,,,,,,,,,
grapes,other vegetables,,,,,,,,,
canned beer,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
onions,specialty bar,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
other vegetables,waffles,,,,,,,,,
beef,margarine,other vegetables,,,,,,,,
coffee,soft cheese,,,,,,,,,
chicken,bottled water,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
instant coffee,sparkling wine,,,,,,,,,
napkins,cleaner,,,,,,,,,
tropical fruit,bottled water,pastry,flour,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
pastry,sausage,soda,rolls/buns,sugar,soda,other vegetables,whole milk,softener,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
canned beer,grapes,,,,,,,,,
liquor,hygiene articles,,,,,,,,,
other vegetables,mustard,,,,,,,,,
sausage,shopping bags,,,,,,,,,
bottled beer,citrus fruit,frozen potato products,fruit/vegetable juice,sugar,sauces,,,,,
sausage,chicken,pip fruit,other vegetables,,,,,,,
soft cheese,soda,,,,,,,,,
beef,soft cheese,,,,,,,,,
butter milk,spices,,,,,,,,,
dessert,curd,,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
brown bread,pastry,,,,,,,,,
chicken,dessert,,,,,,,,,
pastry,domestic eggs,dish cleaner,,,,,,,,
pip fruit,whipped/sour cream,rolls/buns,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
whole milk,sausage,,,,,,,,,
tropical fruit,artif. sweetener,,,,,,,,,
finished products,liquor,,,,,,,,,
pet care,bottled water,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
pork,spread cheese,,,,,,,,,
meat,butter milk,,,,,,,,,
hygiene articles,chicken,,,,,,,,,
turkey,domestic eggs,,,,,,,,,
berries,cream cheese ,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
curd,margarine,,,,,,,,,
canned beer,flower soil/fertilizer,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
bottled beer,flower (seeds),,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
frankfurter,ketchup,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
sausage,beverages,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
root vegetables,cream,,,,,,,,,
pasta,soda,,,,,,,,,
grapes,curd,,,,,,,,,
beverages,bottled water,,,,,,,,,
whole milk,whole milk,,,,,,,,,
semi-finished bread,flour,,,,,,,,,
salty snack,other vegetables,yogurt,other vegetables,,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
pip fruit,whole milk,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
soda,salty snack,butter milk,baking powder,,,,,,,
soda,misc. beverages,,,,,,,,,
whole milk,other vegetables,ice cream,,,,,,,,
other vegetables,brown bread,hard cheese,soda,roll products ,newspapers,,,,,
herbs,canned beer,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
root vegetables,roll products ,root vegetables,whole milk,,,,,,,
pip fruit,artif. sweetener,hygiene articles,,,,,,,,
dishes,onions,canned beer,,,,,,,,
ham,beverages,margarine,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
yogurt,sliced cheese,whipped/sour cream,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
onions,flour,,,,,,,,,
bottled water,coffee,curd,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
sausage,pip fruit,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
pork,processed cheese,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
whole milk,rolls/buns,soda,,,,,,,,
bottled water,whole milk,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
other vegetables,meat,soda,whipped/sour cream,,,,,,,
other vegetables,yogurt,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
ham,napkins,,,,,,,,,
dessert,pot plants,,,,,,,,,
chicken,other vegetables,,,,,,,,,
yogurt,pet care,,,,,,,,,
ham,tropical fruit,frozen meals,sparkling wine,,,,,,,
frozen meals,tidbits,,,,,,,,,
instant coffee,candles,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
soda,brown bread,,,,,,,,,
pastry,napkins,,,,,,,,,
misc. beverages,whipped/sour cream,pastry,,,,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
white wine,condensed milk,,,,,,,,,
other vegetables,pasta,,,,,,,,,
pip fruit,butter,,,,,,,,,
domestic eggs,UHT-milk,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
finished products,berries,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
sausage,detergent,hygiene articles,,,,,,,,
butter,whole milk,,,,,,,,,
frozen potato products,specialty cheese,,,,,,,,,
margarine,coffee,sliced cheese,,,,,,,,
canned beer,turkey,pastry,bottled water,butter,,,,,,
soda,roll products ,seasonal products,,,,,,,,
rolls/buns,cake bar,,,,,,,,,
pastry,condensed milk,rice,tropical fruit,chocolate marshmallow,,,,,,
liquor,UHT-milk,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
white bread,bottled water,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
berries,rolls/buns,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sugar,UHT-milk,margarine,,,,,,,,
beef,specialty chocolate,,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
berries,frozen meals,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
pastry,specialty bar,,,,,,,,,
beef,domestic eggs,,,,,,,,,
sausage,ice cream,,,,,,,,,
cat food,domestic eggs,,,,,,,,,
soda,frankfurter,bottled water,chicken,,,,,,,
ham,newspapers,waffles,,,,,,,,
herbs,sausage,candy,whole milk,,,,,,,
root vegetables,shopping bags,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
coffee,root vegetables,,,,,,,,,
sausage,rolls/buns,rice,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
house keeping products,newspapers,,,,,,,,,
ice cream,hamburger meat,,,,,,,,,
curd,cat food,,,,,,,,,
pot plants,butter milk,margarine,,,,,,,,
chicken,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
specialty chocolate,onions,,,,,,,,,
shopping bags,baking powder,,,,,,,,,
waffles,flour,,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
pet care,frozen vegetables,spices,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
meat spreads,bottled beer,,,,,,,,,
chocolate,white wine,newspapers,,,,,,,,
chicken,meat,chewing gum,bottled beer,baking powder,shopping bags,,,,,
beverages,domestic eggs,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
sausage,pastry,bottled beer,UHT-milk,,,,,,,
other vegetables,pickled vegetables,hard cheese,,,,,,,,
cream cheese ,whole milk,root vegetables,frankfurter,other vegetables,whole milk,dish cleaner,mustard,hygiene articles,,
finished products,other vegetables,,,,,,,,,
cream cheese ,meat,rolls/buns,yogurt,frozen meals,whipped/sour cream,,,,,
specialty bar,candy,root vegetables,ice cream,,,,,,,
cream cheese ,frozen vegetables,sugar,coffee,,,,,,,
pork,whole milk,other vegetables,,,,,,,,
frankfurter,processed cheese,,,,,,,,,
frankfurter,curd,coffee,,,,,,,,
canned beer,other vegetables,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
whole milk,cat food,bottled beer,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
hamburger meat,coffee,yogurt,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,brown bread,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
pork,margarine,,,,,,,,,
meat,dessert,,,,,,,,,
tropical fruit,flour,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
sausage,other vegetables,,,,,,,,,
misc. beverages,frozen vegetables,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
frozen meals,rolls/buns,chocolate,shopping bags,,,,,,,
onions,tropical fruit,,,,,,,,,
dessert,soda,,,,,,,,,
pip fruit,margarine,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pork,frozen dessert,,,,,,,,,
sausage,other vegetables,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
whole milk,newspapers,,,,,,,,,
dessert,whole milk,whole milk,domestic eggs,,,,,,,
frankfurter,chicken,rolls/buns,frankfurter,other vegetables,coffee,long life bakery product,domestic eggs,,,
yogurt,shopping bags,,,,,,,,,
brown bread,soda,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
margarine,bottled water,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
